,count,mean,std,min,25%,50%,75%,max
674,57268.0,91.3876308040299,12.175193915855811,49.682930000000006,83.37231749999998,92.19246999999997,99.39394250000002,126.57959000000004
676,57268.0,91.3421799664179,12.096113721792332,49.91703999999999,83.35289999999999,92.10277,99.27421750000002,126.40549000000001
678,57268.0,91.35117900238808,11.98960301901644,50.26764,83.4022775,92.05156999999996,99.19459750000001,126.33019000000002
680,57268.0,91.44630396000002,11.8507181297864,50.760549999999995,83.56739000000002,92.08982500000003,99.15694750000003,126.3627
682,57268.0,91.62746848835819,11.681161123913924,51.384949999999996,83.84846250000001,92.19755999999998,99.20039000000001,126.44160999999998
684,57268.0,91.93616313149249,11.466867843318896,52.18448,84.27942750000003,92.42861499999998,99.33149,126.51126999999997
686,57268.0,92.25284271388058,11.268141633053311,52.97138999999999,84.72643749999999,92.66655499999999,99.4753775,126.61989999999999
688,57268.0,93.11134838223882,10.866967431566687,54.51809,85.85389500000005,93.40196999999999,100.01643,127.03760000000001
690,57268.0,93.87938655626864,10.587788733780705,55.65248,86.81233499999999,94.100665,100.54127749999998,127.50629000000002
692,57268.0,94.89211964567166,10.311689216478674,56.876189999999994,88.04873499999998,95.05052999999998,101.30759999999998,128.14727000000002
694,57268.0,96.25567069716419,10.027080383052603,58.40244999999999,89.61675749999996,96.35756,102.44375500000001,129.03702000000004
696,57268.0,97.83419483388063,9.753746914902102,60.005299999999984,91.39571750000002,97.90946000000002,103.81231500000001,130.21516000000003
698,57268.0,98.91335311358206,9.62931762719057,60.968500000000006,92.58826749999997,98.928165,104.76346749999999,131.30995999999996
